#,title,acRate,difficulty,freq,likes,dislikes,link
1043,Partition Array for Maximum Sum,68.296988,Medium,47.921175,1428,162,https://leetcode.com/problems/partition-array-for-maximum-sum/
1044,Longest Duplicate Substring,30.977837,Hard,19.687644,912,266,https://leetcode.com/problems/longest-duplicate-substring/
1045,Customers Who Bought All Products,67.625589,Medium,0.000000,121,27,https://leetcode.com/problems/customers-who-bought-all-products/
1046,Last Stone Weight,62.473775,Easy,19.309975,1480,39,https://leetcode.com/problems/last-stone-weight/
1047,Remove All Adjacent Duplicates In String,71.603642,Easy,25.787630,1962,113,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/
1048,Longest String Chain,56.299050,Medium,67.302368,2158,116,https://leetcode.com/problems/longest-string-chain/
1049,Last Stone Weight II,47.552916,Medium,22.350775,1397,52,https://leetcode.com/problems/last-stone-weight-ii/
1050,Actors and Directors Who Cooperated At Least Three Times,72.400775,Easy,2.167695,85,18,https://leetcode.com/problems/actors-and-directors-who-cooperated-at-least-three-times/
1051,Height Checker,73.108179,Easy,6.290801,126,20,https://leetcode.com/problems/height-checker/
1052,Grumpy Bookstore Owner,56.075450,Medium,25.942754,830,78,https://leetcode.com/problems/grumpy-bookstore-owner/
1053,Previous Permutation With One Swap,51.778991,Medium,11.757456,62,7,https://leetcode.com/problems/previous-permutation-with-one-swap/
1054,Distant Barcodes,44.625643,Medium,21.019288,625,29,https://leetcode.com/problems/distant-barcodes/
1055,Shortest Way to Form String,57.490438,Medium,8.525021,672,42,https://leetcode.com/problems/shortest-way-to-form-string/
1056,Confusing Number,46.553820,Easy,0.000000,129,86,https://leetcode.com/problems/confusing-number/
1057,Campus Bikes,58.006835,Medium,17.732141,712,126,https://leetcode.com/problems/campus-bikes/
1058,Minimize Rounding Error to Meet Target,43.953196,Medium,15.532651,112,100,https://leetcode.com/problems/minimize-rounding-error-to-meet-target/
1059,All Paths from Source Lead to Destination,43.846269,Medium,0.719486,332,56,https://leetcode.com/problems/all-paths-from-source-lead-to-destination/
1060,Missing Element in Sorted Array,55.197021,Medium,31.614975,979,41,https://leetcode.com/problems/missing-element-in-sorted-array/
1061,Lexicographically Smallest Equivalent String,66.979943,Medium,0.000000,149,8,https://leetcode.com/problems/lexicographically-smallest-equivalent-string/
1062,Longest Repeating Substring,58.722596,Medium,3.449793,401,23,https://leetcode.com/problems/longest-repeating-substring/
1063,Number of Valid Subarrays,72.283465,Hard,7.753350,135,8,https://leetcode.com/problems/number-of-valid-subarrays/
1064,Fixed Point,64.174647,Easy,2.780097,215,50,https://leetcode.com/problems/fixed-point/
1065,Index Pairs of a String,61.151116,Easy,0.000000,158,61,https://leetcode.com/problems/index-pairs-of-a-string/
1066,Campus Bikes II,54.243909,Medium,5.582557,548,43,https://leetcode.com/problems/campus-bikes-ii/
1067,Digit Count in Range,41.854499,Hard,0.000000,50,13,https://leetcode.com/problems/digit-count-in-range/
1071,Greatest Common Divisor of Strings,51.810318,Easy,33.214685,877,202,https://leetcode.com/problems/greatest-common-divisor-of-strings/
1072,Flip Columns For Maximum Number of Equal Rows,61.973329,Medium,8.301782,393,31,https://leetcode.com/problems/flip-columns-for-maximum-number-of-equal-rows/
1073,Adding Two Negabinary Numbers,34.814375,Medium,20.612658,168,75,https://leetcode.com/problems/adding-two-negabinary-numbers/
1074,Number of Submatrices That Sum to Target,65.309343,Hard,22.854275,1228,33,https://leetcode.com/problems/number-of-submatrices-that-sum-to-target/
1075,Project Employees I,66.478611,Easy,0.000000,51,50,https://leetcode.com/problems/project-employees-i/
1076,Project Employees II,52.489661,Easy,0.990698,95,28,https://leetcode.com/problems/project-employees-ii/
1077,Project Employees III,78.352557,Medium,2.524951,128,2,https://leetcode.com/problems/project-employees-iii/
1078,Occurrences After Bigram,64.718425,Easy,0.000000,262,257,https://leetcode.com/problems/occurrences-after-bigram/
1079,Letter Tile Possibilities,76.124788,Medium,8.608105,1166,40,https://leetcode.com/problems/letter-tile-possibilities/
1081,Smallest Subsequence of Distinct Characters,53.820414,Medium,26.115179,1033,119,https://leetcode.com/problems/smallest-subsequence-of-distinct-characters/
1082,Sales Analysis I,74.515525,Easy,0.000000,114,37,https://leetcode.com/problems/sales-analysis-i/
1083,Sales Analysis II,50.940799,Easy,2.258335,133,23,https://leetcode.com/problems/sales-analysis-ii/
1084,Sales Analysis III,54.500828,Easy,0.000000,115,37,https://leetcode.com/problems/sales-analysis-iii/
1086,High Five,76.554801,Easy,66.258744,499,84,https://leetcode.com/problems/high-five/
1087,Brace Expansion,63.477689,Medium,16.283370,367,34,https://leetcode.com/problems/brace-expansion/
1088,Confusing Number II,46.071541,Hard,14.143007,280,79,https://leetcode.com/problems/confusing-number-ii/
1089,Duplicate Zeros,51.509562,Easy,9.172990,1069,364,https://leetcode.com/problems/duplicate-zeros/
1091,Shortest Path in Binary Matrix,40.605766,Medium,56.829775,1354,82,https://leetcode.com/problems/shortest-path-in-binary-matrix/
1092,Shortest Common Supersequence ,54.075374,Hard,16.621733,1227,31,https://leetcode.com/problems/shortest-common-supersequence/
1094,Car Pooling,59.572275,Medium,12.480632,1351,42,https://leetcode.com/problems/car-pooling/
1095,Find in Mountain Array,36.047571,Hard,12.920829,587,44,https://leetcode.com/problems/find-in-mountain-array/
1096,Brace Expansion II,63.086643,Hard,27.335147,290,174,https://leetcode.com/problems/brace-expansion-ii/
1097,Game Play Analysis V,56.911633,Hard,2.606460,81,22,https://leetcode.com/problems/game-play-analysis-v/
1099,Two Sum Less Than K,60.629921,Easy,12.729446,574,61,https://leetcode.com/problems/two-sum-less-than-k/
1100,Find K-Length Substrings With No Repeated Characters,73.204338,Medium,0.000000,287,6,https://leetcode.com/problems/find-k-length-substrings-with-no-repeated-characters/
1101,The Earliest Moment When Everyone Become Friends,67.732126,Medium,0.000000,191,6,https://leetcode.com/problems/the-earliest-moment-when-everyone-become-friends/
1102,Path With Maximum Minimum Value,51.433157,Medium,7.539828,738,78,https://leetcode.com/problems/path-with-maximum-minimum-value/
1103,Distribute Candies to People,63.389720,Easy,13.261257,574,157,https://leetcode.com/problems/distribute-candies-to-people/
1104,Path In Zigzag Labelled Binary Tree,73.711456,Medium,11.026163,713,208,https://leetcode.com/problems/path-in-zigzag-labelled-binary-tree/
1105,Filling Bookcase Shelves,57.658323,Medium,15.356025,959,58,https://leetcode.com/problems/filling-bookcase-shelves/
1106,Parsing A Boolean Expression,59.623934,Hard,26.439948,406,22,https://leetcode.com/problems/parsing-a-boolean-expression/
1107,New Users Daily Count,45.915896,Medium,0.000000,73,68,https://leetcode.com/problems/new-users-daily-count/
1109,Corporate Flight Bookings,54.583576,Medium,16.936647,744,128,https://leetcode.com/problems/corporate-flight-bookings/
1110,Delete Nodes And Return Forest,68.199953,Medium,37.577956,1971,58,https://leetcode.com/problems/delete-nodes-and-return-forest/
1112,Highest Grade For Each Student,72.734808,Medium,4.384562,127,4,https://leetcode.com/problems/highest-grade-for-each-student/
1114,Print in Order,67.585102,Easy,23.735077,776,138,https://leetcode.com/problems/print-in-order/
1115,Print FooBar Alternately,59.012449,Medium,14.776712,389,30,https://leetcode.com/problems/print-foobar-alternately/
1116,Print Zero Even Odd,58.234554,Medium,24.311167,257,176,https://leetcode.com/problems/print-zero-even-odd/
1117,Building H2O,53.122613,Medium,23.529682,267,76,https://leetcode.com/problems/building-h2o/
1119,Remove Vowels from a String,90.528028,Easy,2.971633,205,94,https://leetcode.com/problems/remove-vowels-from-a-string/
1120,Maximum Average Subtree,64.482663,Medium,31.303607,466,15,https://leetcode.com/problems/maximum-average-subtree/
1121,Divide Array Into Increasing Sequences,58.972155,Hard,0.000000,74,22,https://leetcode.com/problems/divide-array-into-increasing-sequences/
1122,Relative Sort Array,67.922993,Easy,19.234469,1212,82,https://leetcode.com/problems/relative-sort-array/
1123,Lowest Common Ancestor of Deepest Leaves,68.530380,Medium,6.861745,775,656,https://leetcode.com/problems/lowest-common-ancestor-of-deepest-leaves/
1124,Longest Well-Performing Interval,33.467774,Medium,9.210071,679,77,https://leetcode.com/problems/longest-well-performing-interval/
1125,Smallest Sufficient Team,47.185125,Hard,3.525882,528,10,https://leetcode.com/problems/smallest-sufficient-team/
1126,Active Businesses,68.334385,Medium,1.432378,136,14,https://leetcode.com/problems/active-businesses/
1127,User Purchase Platform,50.856895,Hard,0.000000,102,77,https://leetcode.com/problems/user-purchase-platform/
1128,Number of Equivalent Domino Pairs,45.925935,Easy,5.899722,358,179,https://leetcode.com/problems/number-of-equivalent-domino-pairs/
1129,Shortest Path with Alternating Colors,40.683220,Medium,18.104786,785,42,https://leetcode.com/problems/shortest-path-with-alternating-colors/
1130,Minimum Cost Tree From Leaf Values,67.452739,Medium,39.780966,2341,172,https://leetcode.com/problems/minimum-cost-tree-from-leaf-values/
1131,Maximum of Absolute Value Expression,51.330710,Medium,4.604049,350,277,https://leetcode.com/problems/maximum-of-absolute-value-expression/
1133,Largest Unique Number,67.205149,Easy,0.000000,192,15,https://leetcode.com/problems/largest-unique-number/
1134,Armstrong Number,78.524071,Easy,0.000000,124,15,https://leetcode.com/problems/armstrong-number/
1135,Connecting Cities With Minimum Cost,60.078933,Medium,30.122376,556,28,https://leetcode.com/problems/connecting-cities-with-minimum-cost/
1136,Parallel Courses,60.656819,Medium,13.094856,439,15,https://leetcode.com/problems/parallel-courses/
1137,N-th Tribonacci Number,55.728294,Easy,9.055372,653,60,https://leetcode.com/problems/n-th-tribonacci-number/
1138,Alphabet Board Path,51.641710,Medium,22.111633,497,117,https://leetcode.com/problems/alphabet-board-path/
1139,Largest 1-Bordered Square,48.736511,Medium,22.725530,349,66,https://leetcode.com/problems/largest-1-bordered-square/
1140,Stone Game II,64.588925,Medium,18.061981,907,203,https://leetcode.com/problems/stone-game-ii/
1141,User Activity for the Past 30 Days I,54.636216,Easy,0.000000,57,47,https://leetcode.com/problems/user-activity-for-the-past-30-days-i/
1143,Longest Common Subsequence,58.792814,Medium,41.831356,3420,40,https://leetcode.com/problems/longest-common-subsequence/
1144,Decrease Elements To Make Array Zigzag,46.476530,Medium,43.821960,201,127,https://leetcode.com/problems/decrease-elements-to-make-array-zigzag/
1145,Binary Tree Coloring Game,51.125460,Medium,7.482996,735,150,https://leetcode.com/problems/binary-tree-coloring-game/
1146,Snapshot Array,36.980717,Medium,43.698062,942,171,https://leetcode.com/problems/snapshot-array/
1147,Longest Chunked Palindrome Decomposition,59.761207,Hard,12.474128,296,19,https://leetcode.com/problems/longest-chunked-palindrome-decomposition/
1148,Article Views I,77.074534,Easy,0.000000,53,10,https://leetcode.com/problems/article-views-i/
1149,Article Views II,48.228076,Medium,1.689345,57,19,https://leetcode.com/problems/article-views-ii/
1150,Check If a Number Is Majority Element in a Sorted Array,57.075529,Easy,1.562895,218,28,https://leetcode.com/problems/check-if-a-number-is-majority-element-in-a-sorted-array/
1151,Minimum Swaps to Group All 1's Together,59.086837,Medium,42.514265,472,4,https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/
1153,String Transforms Into Another String,35.688314,Hard,39.892476,628,233,https://leetcode.com/problems/string-transforms-into-another-string/
1155,Number of Dice Rolls With Target Sum,47.660497,Medium,15.453489,1406,65,https://leetcode.com/problems/number-of-dice-rolls-with-target-sum/
1156,Swap For Longest Repeated Character Substring,47.109584,Medium,18.210815,522,51,https://leetcode.com/problems/swap-for-longest-repeated-character-substring/
1157,Online Majority Element In Subarray,41.339850,Hard,11.519840,345,38,https://leetcode.com/problems/online-majority-element-in-subarray/
1158,Market Analysis I,64.734626,Medium,1.926566,69,27,https://leetcode.com/problems/market-analysis-i/
1159,Market Analysis II,56.831836,Hard,10.130284,61,27,https://leetcode.com/problems/market-analysis-ii/
1160,Find Words That Can Be Formed by Characters,67.821923,Easy,9.178011,686,102,https://leetcode.com/problems/find-words-that-can-be-formed-by-characters/
1161,Maximum Level Sum of a Binary Tree,67.805066,Medium,14.976326,928,43,https://leetcode.com/problems/maximum-level-sum-of-a-binary-tree/
1162,As Far from Land as Possible,46.114028,Medium,7.933945,990,40,https://leetcode.com/problems/as-far-from-land-as-possible/
1164,Product Price at a Given Date,68.940348,Medium,9.048167,162,40,https://leetcode.com/problems/product-price-at-a-given-date/
1165,Single-Row Keyboard,85.493217,Easy,1.162066,291,15,https://leetcode.com/problems/single-row-keyboard/
1166,Design File System,58.867133,Medium,34.978562,166,17,https://leetcode.com/problems/design-file-system/
1167,Minimum Cost to Connect Sticks,65.418766,Medium,51.817611,633,134,https://leetcode.com/problems/minimum-cost-to-connect-sticks/
1168,Optimize Water Distribution in a Village,61.429573,Hard,2.915213,443,17,https://leetcode.com/problems/optimize-water-distribution-in-a-village/
1171,Remove Zero Sum Consecutive Nodes from Linked List,41.630790,Medium,31.840265,980,60,https://leetcode.com/problems/remove-zero-sum-consecutive-nodes-from-linked-list/
1172,Dinner Plate Stacks,36.839599,Hard,0.000000,252,38,https://leetcode.com/problems/dinner-plate-stacks/
1173,Immediate Food Delivery I,82.972646,Easy,0.000000,115,5,https://leetcode.com/problems/immediate-food-delivery-i/
1174,Immediate Food Delivery II,62.712604,Medium,0.000000,56,38,https://leetcode.com/problems/immediate-food-delivery-ii/
1177,Can Make Palindrome from Substring,36.289712,Medium,24.329593,393,201,https://leetcode.com/problems/can-make-palindrome-from-substring/
1178,Number of Valid Words for Each Puzzle,40.518229,Hard,55.918628,345,36,https://leetcode.com/problems/number-of-valid-words-for-each-puzzle/
1179,Reformat Department Table,82.098188,Easy,14.101471,289,216,https://leetcode.com/problems/reformat-department-table/
1180,Count Substrings with Only One Distinct Letter,78.032251,Easy,18.240417,216,38,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter/
1182,Shortest Distance to Target Color,54.189134,Medium,0.000000,247,7,https://leetcode.com/problems/shortest-distance-to-target-color/
1183,Maximum Number of Ones,58.246610,Hard,0.000000,85,9,https://leetcode.com/problems/maximum-number-of-ones/
1184,Distance Between Bus Stops,53.882121,Easy,16.001827,395,45,https://leetcode.com/problems/distance-between-bus-stops/
1186,Maximum Subarray Sum with One Deletion,39.651500,Medium,16.301973,900,34,https://leetcode.com/problems/maximum-subarray-sum-with-one-deletion/
1187,Make Array Strictly Increasing,43.363003,Hard,9.355345,439,11,https://leetcode.com/problems/make-array-strictly-increasing/
1188,Design Bounded Blocking Queue,73.235539,Medium,49.970207,304,27,https://leetcode.com/problems/design-bounded-blocking-queue/
1189,Maximum Number of Balloons,62.025629,Easy,29.261398,606,50,https://leetcode.com/problems/maximum-number-of-balloons/
1190,Reverse Substrings Between Each Pair of Parentheses,64.785038,Medium,14.523705,849,28,https://leetcode.com/problems/reverse-substrings-between-each-pair-of-parentheses/
1191,K-Concatenation Maximum Sum,24.663518,Medium,9.840831,605,54,https://leetcode.com/problems/k-concatenation-maximum-sum/
1192,Critical Connections in a Network,51.598548,Hard,60.122586,2644,127,https://leetcode.com/problems/critical-connections-in-a-network/
1193,Monthly Transactions I,68.698180,Medium,0.000000,73,15,https://leetcode.com/problems/monthly-transactions-i/
1194,Tournament Winners,52.762923,Hard,0.000000,70,30,https://leetcode.com/problems/tournament-winners/
1195,Fizz Buzz Multithreaded,71.143874,Medium,41.759891,270,200,https://leetcode.com/problems/fizz-buzz-multithreaded/
1196,How Many Apples Can You Put into the Basket,68.257933,Easy,5.792961,115,13,https://leetcode.com/problems/how-many-apples-can-you-put-into-the-basket/
1197,Minimum Knight Moves,38.383608,Medium,75.547767,792,261,https://leetcode.com/problems/minimum-knight-moves/
1198,Find Smallest Common Element in All Rows,76.291447,Medium,11.484753,274,20,https://leetcode.com/problems/find-smallest-common-element-in-all-rows/
1199,Minimum Time to Build Blocks,39.123485,Hard,0.000000,122,15,https://leetcode.com/problems/minimum-time-to-build-blocks/
1200,Minimum Absolute Difference,67.190752,Easy,26.058336,678,34,https://leetcode.com/problems/minimum-absolute-difference/
1201,Ugly Number III,26.740344,Medium,7.539828,491,315,https://leetcode.com/problems/ugly-number-iii/
1202,Smallest String With Swaps,49.572803,Medium,3.975827,944,34,https://leetcode.com/problems/smallest-string-with-swaps/
1203,Sort Items by Groups Respecting Dependencies,48.486943,Hard,8.432623,457,72,https://leetcode.com/problems/sort-items-by-groups-respecting-dependencies/
1204,Last Person to Fit in the Bus,72.479105,Medium,4.479659,141,12,https://leetcode.com/problems/last-person-to-fit-in-the-bus/
1206,Design Skiplist,59.077051,Hard,20.100113,270,33,https://leetcode.com/problems/design-skiplist/
1207,Unique Number of Occurrences,72.202960,Easy,10.233695,770,27,https://leetcode.com/problems/unique-number-of-occurrences/
1208,Get Equal Substrings Within Budget,44.843337,Medium,0.000000,449,34,https://leetcode.com/problems/get-equal-substrings-within-budget/
1209,Remove All Adjacent Duplicates in String II,56.973653,Medium,73.746371,1746,36,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string-ii/
1210,Minimum Moves to Reach Target with Rotations,46.982532,Hard,10.380289,165,49,https://leetcode.com/problems/minimum-moves-to-reach-target-with-rotations/
1212,Team Scores in Football Tournament,56.676567,Medium,3.834481,168,17,https://leetcode.com/problems/team-scores-in-football-tournament/
1213,Intersection of Three Sorted Arrays,79.599738,Easy,5.379424,306,20,https://leetcode.com/problems/intersection-of-three-sorted-arrays/
1214,Two Sum BSTs,67.582901,Medium,0.000000,287,29,https://leetcode.com/problems/two-sum-bsts/
1215,Stepping Numbers,44.168452,Medium,22.805564,144,16,https://leetcode.com/problems/stepping-numbers/
1216,Valid Palindrome III,50.443645,Hard,20.098999,267,6,https://leetcode.com/problems/valid-palindrome-iii/
1217,Minimum Cost to Move Chips to The Same Position,70.614431,Easy,8.608105,485,72,https://leetcode.com/problems/minimum-cost-to-move-chips-to-the-same-position/
1218,Longest Arithmetic Subsequence of Given Difference,47.583387,Medium,11.253326,603,33,https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/
1219,Path with Maximum Gold,66.052418,Medium,27.443083,1208,41,https://leetcode.com/problems/path-with-maximum-gold/
1220,Count Vowels Permutation,57.319771,Hard,4.002387,720,82,https://leetcode.com/problems/count-vowels-permutation/
1221,Split a String in Balanced Strings,84.465354,Easy,13.533721,1226,649,https://leetcode.com/problems/split-a-string-in-balanced-strings/
1222,Queens That Can Attack the King,69.854273,Medium,17.213508,515,99,https://leetcode.com/problems/queens-that-can-attack-the-king/
1223,Dice Roll Simulation,47.044228,Hard,9.219017,558,166,https://leetcode.com/problems/dice-roll-simulation/
1224,Maximum Equal Frequency,35.750651,Hard,0.000000,274,30,https://leetcode.com/problems/maximum-equal-frequency/
1225,Report Contiguous Dates,63.181490,Hard,11.946450,143,12,https://leetcode.com/problems/report-contiguous-dates/
1228,Missing Number In Arithmetic Progression,51.163289,Easy,10.334932,200,24,https://leetcode.com/problems/missing-number-in-arithmetic-progression/
1229,Meeting Scheduler,54.639802,Medium,43.406931,470,21,https://leetcode.com/problems/meeting-scheduler/
1230,Toss Strange Coins,50.460060,Medium,0.000000,140,9,https://leetcode.com/problems/toss-strange-coins/
1231,Divide Chocolate,53.868850,Hard,10.103258,481,35,https://leetcode.com/problems/divide-chocolate/
1232,Check If It Is a Straight Line,42.683317,Easy,7.588252,622,98,https://leetcode.com/problems/check-if-it-is-a-straight-line/
1233,Remove Sub-Folders from the Filesystem,63.256736,Medium,17.139105,410,65,https://leetcode.com/problems/remove-sub-folders-from-the-filesystem/
1234,Replace the Substring for Balanced String,34.823862,Medium,0.000000,558,121,https://leetcode.com/problems/replace-the-substring-for-balanced-string/
1235,Maximum Profit in Job Scheduling,48.237391,Hard,84.262693,1517,16,https://leetcode.com/problems/maximum-profit-in-job-scheduling/
1238,Circular Permutation in Binary Representation,67.215129,Medium,0.000000,160,138,https://leetcode.com/problems/circular-permutation-in-binary-representation/
1239,Maximum Length of a Concatenated String with Unique Characters,50.513898,Medium,47.846594,1037,95,https://leetcode.com/problems/maximum-length-of-a-concatenated-string-with-unique-characters/
1240,Tiling a Rectangle with the Fewest Squares,52.741514,Hard,35.147080,345,335,https://leetcode.com/problems/tiling-a-rectangle-with-the-fewest-squares/
1242,Web Crawler Multithreaded,48.071899,Medium,60.314986,287,57,https://leetcode.com/problems/web-crawler-multithreaded/
1243,Array Transformation,49.923037,Easy,7.335582,90,42,https://leetcode.com/problems/array-transformation/
1244,Design A Leaderboard,66.891102,Medium,50.930916,287,60,https://leetcode.com/problems/design-a-leaderboard/
1245,Tree Diameter,61.614518,Medium,6.955194,489,11,https://leetcode.com/problems/tree-diameter/
1246,Palindrome Removal,45.771992,Hard,0.000000,234,9,https://leetcode.com/problems/palindrome-removal/
1247,Minimum Swaps to Make Strings Equal,63.148867,Medium,26.603440,607,184,https://leetcode.com/problems/minimum-swaps-to-make-strings-equal/
1248,Count Number of Nice Subarrays,56.770624,Medium,26.704172,988,26,https://leetcode.com/problems/count-number-of-nice-subarrays/
1249,Minimum Remove to Make Valid Parentheses,64.495757,Medium,90.641735,2370,50,https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/
1251,Average Selling Price,83.132270,Easy,0.000000,162,18,https://leetcode.com/problems/average-selling-price/
1253,Reconstruct a 2-Row Binary Matrix,42.182726,Medium,3.025507,233,19,https://leetcode.com/problems/reconstruct-a-2-row-binary-matrix/
1254,Number of Closed Islands,62.199969,Medium,20.657091,981,27,https://leetcode.com/problems/number-of-closed-islands/
1255,Maximum Score Words Formed by Letters,70.531401,Hard,21.388980,351,28,https://leetcode.com/problems/maximum-score-words-formed-by-letters/
1257,Smallest Common Region,61.516556,Medium,14.674666,220,22,https://leetcode.com/problems/smallest-common-region/
1258,Synonymous Sentences,59.753103,Medium,2.788173,146,52,https://leetcode.com/problems/synonymous-sentences/
1259,Handshakes That Don't Cross,54.564518,Hard,0.000000,85,6,https://leetcode.com/problems/handshakes-that-dont-cross/
1260,Shift 2D Grid,61.908677,Easy,3.476187,359,125,https://leetcode.com/problems/shift-2d-grid/
1261,Find Elements in a Contaminated Binary Tree,75.050056,Medium,0.975607,403,65,https://leetcode.com/problems/find-elements-in-a-contaminated-binary-tree/
1262,Greatest Sum Divisible by Three,50.282724,Medium,28.295550,823,26,https://leetcode.com/problems/greatest-sum-divisible-by-three/
1263,Minimum Moves to Move a Box to Their Target Location,46.276211,Hard,31.894636,352,20,https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/
1264,Page Recommendations,68.679775,Medium,0.000000,92,2,https://leetcode.com/problems/page-recommendations/
1265,Print Immutable Linked List in Reverse,94.069712,Medium,11.264295,306,63,https://leetcode.com/problems/print-immutable-linked-list-in-reverse/
1266,Minimum Time Visiting All Points,79.259321,Easy,8.630966,892,135,https://leetcode.com/problems/minimum-time-visiting-all-points/
1267,Count Servers that Communicate,57.778162,Medium,0.840717,652,63,https://leetcode.com/problems/count-servers-that-communicate/
1268,Search Suggestions System,65.508072,Medium,46.324030,1308,100,https://leetcode.com/problems/search-suggestions-system/
1269,Number of Ways to Stay in the Same Place After Some Steps,43.285956,Hard,0.000000,394,24,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps/
1270,All People Report to the Given Manager,88.252465,Medium,20.689204,213,17,https://leetcode.com/problems/all-people-report-to-the-given-manager/
1272,Remove Interval,58.974469,Medium,14.969633,200,17,https://leetcode.com/problems/remove-interval/
1273,Delete Tree Nodes,61.332535,Medium,0.000000,164,50,https://leetcode.com/problems/delete-tree-nodes/
1274,Number of Ships in a Rectangle,66.024050,Hard,23.661079,191,29,https://leetcode.com/problems/number-of-ships-in-a-rectangle/
1275,Find Winner on a Tic Tac Toe Game,52.969597,Easy,27.270783,376,111,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/
1277,Count Square Submatrices with All Ones,73.107607,Medium,51.374555,2199,38,https://leetcode.com/problems/count-square-submatrices-with-all-ones/
1278,Palindrome Partitioning III,61.425880,Hard,2.694253,495,11,https://leetcode.com/problems/palindrome-partitioning-iii/
1280,Students and Examinations,75.366358,Easy,0.000000,174,24,https://leetcode.com/problems/students-and-examinations/
1281,Subtract the Product and Sum of Digits of an Integer,85.641782,Easy,10.260688,605,155,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer/
1282,Group the People Given the Group Size They Belong To,84.660557,Medium,13.231184,642,392,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to/
1283,Find the Smallest Divisor Given a Threshold,50.759147,Medium,37.262598,841,136,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold/
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,70.327422,Hard,16.993624,340,36,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix/
1285,Find the Start and End Number of Continuous Ranges,87.771981,Medium,5.390334,231,13,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges/
1286,Iterator for Combination,71.060059,Medium,2.155798,634,48,https://leetcode.com/problems/iterator-for-combination/
1287,Element Appearing More Than 25% In Sorted Array,59.908165,Easy,4.117617,505,35,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array/
1288,Remove Covered Intervals,57.615644,Medium,3.133078,695,27,https://leetcode.com/problems/remove-covered-intervals/
1289,Minimum Falling Path Sum II,62.946132,Hard,14.304733,445,47,https://leetcode.com/problems/minimum-falling-path-sum-ii/
1290,Convert Binary Number in a Linked List to Integer,81.684336,Easy,34.152135,1376,73,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer/
1291,Sequential Digits,57.428971,Medium,3.603904,608,56,https://leetcode.com/problems/sequential-digits/
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,51.322371,Medium,4.766996,565,43,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold/
1293,Shortest Path in a Grid with Obstacles Elimination,43.286327,Hard,44.841189,864,14,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/
1294,Weather Type in Each Country,67.217728,Easy,0.000000,54,14,https://leetcode.com/problems/weather-type-in-each-country/
1295,Find Numbers with Even Number of Digits,78.182533,Easy,4.626583,741,84,https://leetcode.com/problems/find-numbers-with-even-number-of-digits/
1296,Divide Array in Sets of K Consecutive Numbers,55.796801,Medium,14.492928,801,72,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers/
1297,Maximum Number of Occurrences of a Substring,51.515284,Medium,45.947364,400,222,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/
1298,Maximum Candies You Can Get from Boxes,60.132300,Hard,0.000000,136,98,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes/
1299,Replace Elements with Greatest Element on Right Side,74.503114,Easy,5.882056,854,151,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side/
1300,Sum of Mutated Array Closest to Target,42.618452,Medium,16.212024,544,71,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target/
1301,Number of Paths with Max Score,38.199887,Hard,10.560589,224,14,https://leetcode.com/problems/number-of-paths-with-max-score/
1302,Deepest Leaves Sum,85.388421,Medium,17.554692,1611,60,https://leetcode.com/problems/deepest-leaves-sum/
1303,Find the Team Size,90.025583,Easy,2.212086,161,10,https://leetcode.com/problems/find-the-team-size/
1304,Find N Unique Integers Sum up to Zero,76.515121,Easy,23.360751,651,351,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/
1305,All Elements in Two Binary Search Trees,77.987989,Medium,6.417252,1066,42,https://leetcode.com/problems/all-elements-in-two-binary-search-trees/
1306,Jump Game III,61.695726,Medium,20.796446,1416,40,https://leetcode.com/problems/jump-game-iii/
1307,Verbal Arithmetic Puzzle,35.891209,Hard,0.000000,232,67,https://leetcode.com/problems/verbal-arithmetic-puzzle/
1308,Running Total for Different Genders,88.209949,Medium,1.640298,106,18,https://leetcode.com/problems/running-total-for-different-genders/
